REG_ID_ENR,OTHER_INSTITUTION_AUTRE
609918,Surintendant des institutions financières
609918,Postes Canada
609952,Governor General
610099,Health Council of Canada
610099,Office of the Auditor General
610099,Canadian Institute for Health Information
610099,Intergovernmental Affairs
610099,Canadian Patient Safety Institute
610099,Canada Health Infoway
610099,Mental Health Commission of Canada
610099,Canadian Centre on Substance Abuse
610099,Canadian Health Services Research Foundation
610499,Canada Health Infoway
610499,First Nation and Innuit Health Branch
610577,Sustainable Development Technology Canada
610618,Communication Security Establishment (CSE)
610699,Members of both Houses of Parliament and staff
610699,Office of the Superintendent of Financial Institutions
610819,Parks Canada Agency
610821,Canada Parks Agency
610957,OFFICE OF THE AUDITOR GENERAL
611277,Oral Communication
611338,National Parole Board
611338,Consulate General of Canada
611338,Policy Research Initiative
611437,Minister of Health
611437,International Trade Ministry
548286,Financial Transaction and Reports Analysis Centre
548286,Office of the Superintendent of Financial Institutions
548299,Minister of State of Foreign Affairs (Americas)
548306,Minister of State for Science and Technology
548462,Auditor General of Canada
548462,Canada Border Sewrvices Agency
548462,Canadian Centre on Substance Abuse
548462,Canadian Intellectual Property Office
548536,National Parole Board
548536,Consulate General of Canada
548580,Canadian Mortgage and Housing Corporation (CMHC)
548584,Members of Parliament
548584,Standing Committee on Health
548619,"Canadian Embassy, Washington, D.C."
548619,Human Resources and Skills Development Canada (HRSDC)
548739,International Trade
548749,PSEPC
548756,National Parole Board
548756,Consulate General of Canada
548919,Office of the Superintendent of Financial Institutions
548922,Office of the Minister of Labour
548936,Treasury Board of Canada
549308,International Trade
549309,International Trade
549397,Sustainable Development Technology Canada
549397,Natural Resources Canada - CANMET Energy Technology Centre
549478,Minister of State (Small Business and Tourism)
549496,Minister of State (Small Business and Tourism)
549656,Public Security
549696,Office of the Superintendent of Financial Institutions
549697,E.D.C. (Export Development Canada)
549718,Oral Communication
549723,Parliament of Canada
549727,Sustainability Development Technology
549727,Office of the Superintendent of Financial Institutions
549727,Canada Mortgage Housing Corporation
549727,Export Development Corporation
549727,National Roundtable on Environment & Economy
549727,Department of Finance
549727,Department of Finance OSFI Office or Information and Privacy Commissioner of Canada
549727,Public Safety
549727,Skills Development Canada
549727,Department of Foreign Affairs & International Trade
549727,Department of Finance Canada Revenue Agency
549727,Transport Fischeries
549727,Thechnology Canada SDTC
549727,Defence
549727,Government of Canada
549727,Governmen of Canada
549727,Dept. of Human Resources and Social Development
549727,Natural Science and Engineering Research Council of Canada
549727,Canadian Border Services Agency
549727,Department of Justice
549727,Department of Indian Affairs and Northern Development
549727,Department of the Environment
549728,FedNor
549729,Ministry of Science and Technology
549730,Senate (Senators)
549778,Minister of State(Small Business and Tourism)
549856,"Standing Committee on Health, Members of Parliament"
549857,Canadian Border Services
549958,Canadian Food and Inspection Agency
550076,International Trade
550076,Emabssy of Canada in Washington
550076,Department of Finance
550358,International Trade
550416,Intergovernmental Affairs
550417,Intergovernmental Affairs
550418,Intergovernmental Affairs
550419,Intergovernmental Affairs
550517,Députés et ministres
550598,Canadian Embassy in Washington
550600,Communications Security Establishment
550600,Canada Communications Research Centre Canada
550669,FedNor
550670,FedNor
550671,FedNor (Industry Canada)
550672,FedNor
550676,Office of the Auditor General
550857,Labour Canada
550858,PPP Canada Inc.
550897,Canadian Deposit Insurance Corporation
550897,Office of the Superintendant of Financial Insititutions
550937,COMMISSION DU DROIT DU CANADA
550937,OFFICE DE LA PROPRIÉTÉ INTELLECTUELLE DU CANADA
550981,Sports Canada
550998,Competition Policy Review Panel
550998,Minister of Industry
550998,Minister of International Trade and Pacific Gateway
551003,Senators
551014,CANADIAN COUNCIL OF THE MINISTERS OF ENVIRONMENT (CCME)
611601,Canada Mortgage and Housing
611737,International Trade
611737,Emabssy of Canada in Washington
611737,Department of Finance
611757,Développement Économique Canada
611858,Office of the Comptroller General of Canada
612017,Members of  the House of Commons
612037,Governor General
612038,Governor General
612042,Governor General
612044,Governor General
612046,Governor General
612048,Governor General
612049,Members of the House of Parliament
612049,Minister of National Revenue
612049,Governor General
612049,Members of House of Commons
612050,Governor General
612051,Governor General
612137,Minister for Democratic Reform
612239,Canada Foundation for Innovation
612239,Minister of State (Sport)
612239,Ministry of Industry
612242,Canadian Air Transportation Security Authority
612257,Industrial  Technologies Office (ITO)
612377,LIBERAL PARTY INDUSTRY CRITIC
612418,Environment
612438,Canadian Mortgage and Housing Corporation
612438,Status of Women
612497,Canada-Nova Scotia Offshore Petroleum Board
612497,Coasting Trade Agency
612497,Canada-Newfoundland and Labrador Offshore Petroleum Board
612497,Transport Development Centre
612497,National Contingency Planning Group
612599,Office of the Superindent of Financial Institutions (OSFI)
612603,"Policy and Law Enforcement Directorate, Aboriginal Policy Unit,"
612677,Marine Atlantic
612677,National Search & Rescue Secretariat
612679,Canadian Radio-Television and Telecommunication Agency
612679,Parliament of Canada
612679,Technology Partnership Canada (TPC)
612679,Canadian Forces (CF)
612679,DFAIT
612679,Canadian Agency Revenue
612701,Ministère de la Coopération internationale
612701,Bureau du surintendant des institutions financières
612859,Department of Foreign Affairs and International Trade
612860,Office of the Minister of International Trade
612860,Office of the Secretary of State (Small Business and Tourism)
612919,Canadian Public Health Agency
612919,Canadian Institute of Health Research
612919,Investment Review Agency
612919,Technology Partnership Canada
612939,Canadian Security Intelligence Services
612939,Finance and Taxation
612939,Public Safety and Emergency Preparedness
612940,Canadian Air Transport Secuity Authority
612940,Canadian Security Intelligence Services
612942,Canadian Air Transport Secuity Authority
612942,Canadian Security Intelligence Services
612944,Canadian Security Intelligence Services
612944,Public Safety & Emergency Preparedness
612945,Canadian Security Intelligence Services
612946,Canadian Air Transport Secuity Authority
612946,Canadian Security Intelligence Services
612951,Canadian Foundation of Innovation (CFI)
612951,Canada Foundation for Innovation
612954,Office of the Registrar of Lobbyists
612954,Canaidan Intellectual Property Office
612954,Canadian Health Network
612957,CRA - Canada Revenue Agency
613018,Western Diversification - Saskatchewan
613019,C.I.H.R
613019,Canadian Ambassador to Washington DC staffers
613019,Canadian Ambassador to Washington DC
613083,Office of the Minister of State (Transport)
613197,Competition Policy Review Panel
613199,National Revenue
613199,Federal Economic Development Initiative
613199,Parliament of Canada
613258,Intergovernmental Affairs
613308,Governor General
613310,Minister of National Revenue
613310,Members of the House of Parliament
613377,Governor General
613399,Governor General
613401,Minister of National Revenue
613401,Members of the House of Parliament
613401,Special Access Programe Department of Health Canada
613402,Governor General
613404,Governor General
613406,Governor General
613417,Members of the House of Parliament
613417,Minister of National Revenue
613417,Governor General
613417,Members of House of Commons
613457,Minister of National Revenue
613457,Members of Parliament
613757,Technology Partnership Canada
613757,Industrial Research Assistance Program (IRAP)
613781,National Revenue
613781,Federal Economic Development Initiative
613781,Parliament of Canada
613807,Service Health Care Plan
613811,Office of the Privacy Commissioner
613811,Office of the Comptroller General
613811,Office of the Auditor General
613811,Office of the Superintendent of Financial Institutions
613917,Governor General
613977,Minister of State and Chief Government Whip
613977,Office of the Leader of the Government in the House of Commons
613977,Minister of State for Small Business and Tourism
614657,Rural and Co-operatives Secretariat
614659,The Competition Bureau
614678,Office of the Leader of the Government in the House of Commons
614685,Office of the Superintendent of Insurance
614686,Office of the Leader of the Government in the House of Commons
614688,Office of the Leader of the Government in the House of Commons
614778,"Canadian Embassy, Washington, D.C."
614778,Human Resources and Skills Development Canada (HRSDC)
614817,Office of the Superintendant of Financial Institutions
615097,Competition Policy Review Panel
615178,Canada Centre for Remote Sensing (CCRS)
615218,P3 Canada
615337,Small Business and Tourism
615340,Small Business and Tourism
615458,Southern Ontario Development Agency
615459,Southern Ontario Development Agency
615460,Southern Ontario Development Agency
615462,Minister of State Federal Economic Development Agency for Southern Ontario
615678,British Columbia Regional Ministers' Office
615697,Auditor General
615717,Bureau du Premier Ministre
615797,National Round Table on the Environment and the Economy (NRTEE)
615857,Sustainability Development Technology
615857,Office of the Superintendent of Financial Institutions
615857,Canada Mortgage Housing Corporation
615857,Export Development Corporation
615857,National Roundtable on Environment & Economy
615857,Department of Finance
615857,Department of Finance OSFI Office or Information and Privacy Commissioner of Canada
615857,Public Safety
615857,Skills Development Canada
615857,Department of Foreign Affairs & International Trade
615857,Department of Finance Canada Revenue Agency
615857,Transport Fischeries
615857,Thechnology Canada SDTC
615857,Defence
615857,Government of Canada
615857,Governmen of Canada
615857,Dept. of Human Resources and Social Development
615857,Natural Science and Engineering Research Council of Canada
615857,Canadian Border Services Agency
615857,Department of Justice
615857,Department of Indian Affairs and Northern Development
615857,Department of the Environment
615857,Office of the Minister of Transportation and Infrastructure
615937,Small Business and Tourism
615977,Auditor General
615978,Auditor General
615979,Auditor General
616097,"Ad Hoc Cabinet Committee on Sustainability, the Environment Commons Standing Committee on Environment and Sustainable Development, Atlantic Canada Members of Parliament and Prime Minister's Office"
616337,Canadian Intellectual Property Office
616338,Canadian Intellectual Property Office
616340,Canadian Intellectual Property Office
616399,Ministre du Commerce international
616418,PSEPC
616437,Canada Centre for Remote Sensing (CCRS)
616618,Sport Canada
616718,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS;
616718,DEPARTMENT OF INTERNATIONAL AFFAIRS
616718,EXPORT DEVELOPMENT CORPORATION
616718,OCIPEP (OFFICE OF CRITICAL INFRASTRUCTURE AND PUBLIC SAFETY AND EMERGENCY PREPAREDNESS
551014,CANADIAN ENERGY MINISTERS (CEM)
551016,Canadian Council on Learning
551078,Small Business & Tourism
551078,Small Business and Tourism
551097,Smart Regulation
551097,Policy Research Initiative
551097,Canadian Border Security
551101,Public Service Human Resources Management Agency of Canada
551102,Privacy Commissioner
551109,CRA - Canada Revenue Agency
551216,International Cooperation
551277,Department of Transport
551301,"Commissioner of the Environment & Sustainable Development, Office of the Auditor General"
551311,TPC
551315,Canadian Institutes for Health Research
551315,Public Health Agency Canada
551315,Geological Survey of Canada
551315,Geological Survey of Canada
551315,Canadian Forest Service
551315,Energy Retrofit Assistance for Implementation
551315,Office of the Minister of Labour
551397,OSFI - Office of the Superintendent of Financial Institutions
551398,Canadian Pari-Mutuel Agency
551423,CANADIAN BORDER SERVICES AGENCY
551423,CANADA CUSTOMS AND REVENUE AGENCY
551539,Office of the Superintendent of Financial Institutions
551545,Office of the Superintendent of Financial Institutions
551556,"Ministry of Transport, Infrastructure, and Communities"
551724,Minister of State (Small Business and Tourism)
551796,Therapeutic Products Directorate
551798,Therapeutic Products Directorate
551816,Canada-Newfoundland Labrador Offshore Petroleum Board
551816,Immigration Canada
551816,Canada-Nova Scotia Offshore Petroleum Board
551818,"Canadian Embassy Washington, DC"
551818,Human Resources and Skills Development
551818,Canadian Forest Services
551851,"Bank of Canada, Office of the Superintendent of Financial Institutions (OSFI)"
551855,Office of the Minister of International Trade
551855,Office of the Secretary of State (Small Business and Tourism)
551898,Infrastructure
551900,Infrastructure
551938,PMO
551998,Members of Parliament
551998,Sport Canada
552081,Office of the Superintendant of Financial Institutions
552096,Sport Canada
552108,"Canadian Embassy, Washington, D.C."
552108,Human Resources and Skills Development Canada (HRSDC)
552336,Office of Consumer Affairs
552360,Commission du droit d'auteur Canada
552377,Canadian Embassy in Washington
552408,Députés et Sénateurs
552417,Canada Border Security Agency
552463,Market and Industry Servcies Branch (AAFC)
552463,International Trade Policy Directorate (AAFC)
552463,Policy Branch (AAFC)
552463,Canadian General Standards Board (CGSB)
552463,Public Health Agency
552463,Export and Import Controls Bureau (EICB)
552520,Bureau of Competition
552521,Bureau of Competition
552522,Bureau of Competition
552523,Bureau of Competition
552524,Canada Foundation for Innovation
552524,EcoCanada
552524,Federal Economic Development Initiative of Northern Ontario (FedNor)
552638,Office of the Superintendent of Financial Institutions
552696,Office of the Federal Interlocutor for Métis
552716,Surintendant des institutions financières
552716,Postes Canada
552816,Rural and Co-operatives Secretariat
552840,Environmental Career Organization of Canada
552867,Members of Parliament
552961,International Trade
553076,Canada Health Infoway
553076,First Nation and Innuit Health Branch
553377,CMHC - Canada Mortgage and Housing Corporation
553377,Office of the Superintendent of Financial Institutions (OSFI)
553456,Members of Parliament
553618,International Security Branch
553670,Minister of State (Economic Development Agency of Canada for the Regions of Quebec)
553716,Minister's Office
553733,Communication Security Establishment (CSE)
553734,Ongoing Discussions with all Ministries
553762,Canada Foundation for Innovation
616718,HERITAGE CANADA FOUNDATION
616720,Canadian Mortgage and Housing Corporation
616720,Status of Women
616817,Sport Canada
616818,Sport Canada
616937,OFFICE OF THE AUDITOR GENERAL
617037,Office of Leader of the Government in the House of Commons
617077,Senators
617077,Infrastructure
617157,Market and Industry Servcies Branch (AAFC)
617157,International Trade Policy Directorate (AAFC)
617157,Policy Branch (AAFC)
617157,Canadian General Standards Board (CGSB)
617157,Public Health Agency
617157,Export and Import Controls Bureau (EICB)
617157,Farm Products Council of Canada
617440,Conseil des Arts
617537,Canada-Nova Scotia Offshore Petroleum Board
617537,Coasting Trade Agency
617537,Canada-Newfoundland and Labrador Offshore Petroleum Board
617537,Transport Development Centre
617537,National Contingency Planning Group
617597,Office of the Privacy Commissioner
617597,Office of the Comptroller General
617597,Office of the Auditor General
617597,Office of the Superintendent of Financial Institutions
617637,Communications Security Establishment
617637,Canada Communications Research Centre Canada
617697,Intergovernmental Affairs
617838,Office of the Superintendent of Financial Institutions
617858,Canada Mortgage and Housing
617859,FedDev Ontario
618057,Canadian Public Health Agency
618057,Canadian Institute of Health Research
618057,Investment Review Agency
618157,Labour
618157,ACOA
618157,Minister Ambrose`s office
618217,First Nations and Inuit Health Branch
618260,Office of the Leader of the Government in the House of Commons
618397,Pilotage Authorities
618417,Government of Canada
618417,Goverment of Canada
618558,Office of the Superintendent of Financial Institutions
618658,Intergovernmental Affairs
618941,Office of the Superintendent of Financial Institutions
618942,Office of the Superintendent of Financial Institutions
618943,Office of the Superintendent of Financial Institutions
618944,Office of the Superintendent of Financial Institutions
618946,Office of the Superintendent of Financial Institutions
618947,Office of the Superintendent of Financial Institutions
618948,Office of the Superintendent of Financial Institutions
618949,CANADIAN INSTITUTION OF HEALTH RESEARCH
618949,"HOUSE OF COMMONS, SENATE"
618950,Office of the Superintendent of Financial Institutions
618951,Office of the Superintendent of Financial Institutions
618957,Office of the Superintendent of Financial Institutions
618959,Office of the Superintendent of Financial Institutions
618960,Office of the Superintendent of Financial Institutions
618961,Office of the Superintendent of Financial Institutions
618962,Office of the Superintendent of Financial Institutions
618964,Office of the Superintendent of Financial Institutions
618965,Office of the Superintendent of Financial Institutions
618967,Office of the Superintendent of Financial Institutions
618977,Office of the Superintendent of Financial Institutions
618978,Office of the Superintendent of Financial Institutions
619137,Department of Transport
619437,Federal Office of Regional Development - Quebec (FORD[Q])
619437,Members of Parliament
619440,Senate (Senators)
619458,Office of Greening Government Operations (OGGO)
619458,Canadian Wildlife Services
619500,Développement des Ressources humaines
619719,Canada Mortgage & Housing
619719,Canada Post
619737,Members of Senate
619737,Advisory Panel on Canada's System of International Taxation
619737,Member of Parliament
619777,Sustainable Development Technology Canada (SDTC)
619838,Canadian Border Services Agency (CBSA)
620205,Department of Finance
620209,Federal Provincial Territorial Working Group on Energy
620209,Office of Energy Research
620210,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
620214,"Canadian Border Service Agency CBSA, Canadian Food Inspection Agency"
620214,Export Development Corporation
620217,OSFI - Office of the Superintendent of Financial Institutions
620377,"Ministry of State, Science and Technology"
620497,Small Business and Tourism
620497,Labour
620497,HR & Skills Development Canada
620497,Health & Safety Affairs
620497,Office of the Minister
620617,Ministry of Health
620617,Office of the Leader of the Opposition
620681,Minister of State Federal Economic Development Agency for Southern Ontario
620779,Southern Ontario Development Agency
620780,Southern Ontario Development Agency
620998,Infrastucture Canada
621000,Office of Minister of Transport
621000,Office of the Minister of Transport
621000,Office of the Minister of Agriculutre and Agri-Food Canada
621359,"Central Mortgage & Housing Corporation, Canadian Commercial Corporation"
621478,Copyright Board
621578,National Revenue
621578,Federal Economic Development Initiative
621578,Parliament of Canada
621600,CBC
621600,Canadian Television Fund (CTF)
621897,International Security Branch
621935,Labour Canada
621960,Office of the Superintendent of Financial Institutions
621962,Minister for Democratic Reform
621978,Parks Canada Agency
622065,Advisory Panel on Canada's System of International Taxation
622119,Defence Reseach and Development Canada (DRDC)
622121,Foreign Affairs Canada
622121,Canada Border Service Agency
622121,National Senior's Council
622123,Interim Commissioner of Competition
622124,Copyright Board
622133,Canadian Mortgage and Housing Corporation
622133,Status of Women
622167,British Columbia Regional Ministers Office
622177,Députés et Sénateurs
622217,Department of Foreign Affairs & International Trade
622266,Sport Canada
622283,Minster's Regional Office - Alberta
622284,Governor General
622289,Minister of National Revenue
622289,Members of the House of Parliament
622289,Special Access Programe Department of Health Canada
622290,Minister of National Revenue
622290,Members of the House of Parliament
622291,Governor General
622293,Governor General
622294,Governor General
622295,Governor General
622296,Minister of National Revenue
622296,Members of Parliament
622297,Governor General
622299,Members of the House of Parliament
622299,Minister of National Revenue
622299,Governor General
622299,Members of House of Commons
622300,Governor General
622301,Office of the Leader of the Government in the House of Commons
622357,Canadian Securities Transition Office
622367,Members of Senate
622367,Advisory Panel on Canada's System of International Taxation
622367,Member of Parliament
622423,Canadian Centre on Substance Abuse (CCSA)
622426,"Canadian Embassy, Washington, D.C."
622426,Human Resources and Skills Development Canada (HRSDC)
622428,OFFICE OF THE AUDITOR GENERAL
622436,Ministry of Health
622436,Office of the Leader of the Opposition
622444,Office of the Privacy Commissioner
622444,Office of the Comptroller General
622444,Office of the Auditor General
622444,Office of the Superintendent of Financial Institutions
622446,Canada Economic Development for Quebec Regions
622447,Canada Foundation for Innovation
622447,Members of Parliament
622447,Member of Parliament
622447,Ministry of the Environment
622526,Office of the Superintendent of Financial Institutions
622533,Office of the Registrar of Lobbyists
622533,Canaidan Intellectual Property Office
622533,Canadian Health Network
622543,Market and Industry Servcies Branch (AAFC)
622543,International Trade Policy Directorate (AAFC)
553762,Canada Research Chairs
553865,Canadian Ambassador to Mongolia
553909,Indian Oil and Gas Canada
553913,Minister Responsible for Canada Post
553917,Office of Consumer Affairs
553956,Puclic Health Agency of Canada
554119,Canadian Institutes for Health Research
554119,Public Health Agency Canada
554119,Geological Survey of Canada
554119,Geological Survey of Canada
554119,Canadian Forest Service
554119,Energy Retrofit Assistance for Implementation
554119,Office of the Minister of Labour
554216,PPP Canada
554277,Economic Development Agency of Canada for the Regions of Quebec
554363,"Policy and Law Enforcement Directorate, Aboriginal Policy Unit,"
554365,Senators
554418,Human Resources and Skills Development Canada (HRSDC)
554441,Department of Transport
554462,Industrial Technologies Office (SADI - Strategic Aerospace and Defence Initiative)
554464,Industrial Technologies Office (SADI - Strategic Aerospace and Defence Initiative)
554465,Industrial Technologies Office (SADI - Strategic Aerospace and Defence Initiative)
554482,Canadian Ambassador to Mongolia
554556,Indian Oil and Gas Canada
554637,CANADIAN BORDER SERVICES AGENCY
554637,CANADA CUSTOMS AND REVENUE AGENCY
554856,Bureau of Competition
554876,Northern Pipeline Agency
555036,Office of the Superintendent of Financial Institutions
555036,Financial Transaction and Reports Analysis Centre
555036,Senators
555176,AUDITOR GENERAL OF CANADA
555176,OFFICE OF CRITICAL INFRASTRUCTURE PROTECTION AND EMERGENCY PREPAREDNESS
555176,CANADA POST
555196,Canadian Border Services Agency (CBSA)
555478,Members of Parliament
555577,SENATE
555577,MINISTER'S OFFICE
555577,GENOME CANADA
555577,CANADIAN FOUNDATION FOR INNOVATION
555577,"HEALTH, FINANCE, INDUSTRY"
555796,Office of Minister of Finance
555796,Office of Minister of Agriculture
555796,Office of the Minister of Health
555796,International Trade
555796,Minister of State (Western Economic Diversification)
555796,Southern Ontario Development Agency
555797,Sénat
555797,Bureau du premier ministre
555797,Agence de la fonction publique
555847,Canada Centre for Remote Sensing (CCRS)
555847,Communications Security Establishment (CSE)
555876,Cape Breton Growth Fund
555878,Canada Border Security Agency
555879,Canada Border Security Agency
555880,Canada Border Security Agency
555881,Canada Border Security Agency
555886,Office of the Correctional Investigator
556116,Senate (Senators)
556278,Indian Oil and Gas Canada
556296,labour
556342,Competition Policy Review Panel
556596,Office of Leader of the Government in the House of Commons
556777,Office of the Superintendent of Financial Institutions
556797,Office of the Superintendent of Financial Institutions (OSFI)
556943,Labour
556943,ACOA
557056,Minister of State (Science & Technology)
557100,Canadian Institute for Health Research
557100,Canada Millennium Scholarship Foundation
557100,"Council of Ministers of Education, Canada (CMEC)"
557100,Indian and Northern Affairs (INAC)
557140,Canadian Health Council
557140,Canadian Patient Safety Institute
557140,Canada Health Infoway
557140,Canadian Institutes for Health Information
557140,Intergovernmental Affairs
557216,Ministry of Science and Technology
557440,Health & Healthy Living
557440,Advanced Education and Literacy
557440,Department of Foreign Affairs and International Trade
557440,Council of Ministers of Education Canada
557440,Federal Government
557476,Members of Parliament
557523,Financial Transaction and Reports Analysis Centre
557523,Office of the Superintendent of Financial Institutions
557659,Canada Customs and Revenue Agency
557659,Canadian Border Services Agency
622543,Policy Branch (AAFC)
622543,Canadian General Standards Board (CGSB)
622543,Public Health Agency
622543,Export and Import Controls Bureau (EICB)
622543,Farm Products Council of Canada
622557,CLIMATE CHANGE SECRETARIAT
622559,CANADA TRANSPORTATION ACT REVIEW PANEL
622577,P3 Canada
622583,pilotage authorities
622587,Office of the Superintendent of Financial Institutions
622587,Ombudsman for Banking Services & Investments (OBSI)
622587,Office of the Privacy Commissioner (OPCC)
622587,Government Financial Services Caucus
622587,Members of Parliament
622587,Senators
622587,Federal Government Committees
622587,Office of the Leader of the Government in the House of Commons
622587,Minister of Finance
622587,Office of the Leader of th Official Opposition
622587,Office of the Minister of Industry
622589,Farm Products Council of Canada (FPCC)
622598,Sports
622616,Transport Committee
622618,CBC
622618,Canadian Television Fund (CTF)
622618,Office of the Minister of Finance
622618,Office of the Minister of Human Resources and Skills Development Canada
622622,Canadian Institute of Health Research
622622,Canadian Public Health Agency
622622,Investment Review Agency
622623,Investment Review Agency
622623,Technology Partnership Canada
622638,Standing Committees associated with the aforementioned departments.
622650,Intergovernmental Affairs
622653,Status of Women
622658,Northern Pipeline Agency
622658,Mackenzie Gas Project Office
622664,Canada Mortgage and Housing
622665,Farm Credit Corp.
622666,FedDev Ontario
622678,Government of Canada
622678,Goverment of Canada
622765,Minister's Office
622780,Pest Management Center
622783,labour
622802,Advisory Panel on Canada's System of International Taxation
622820,Intergovernmental Affairs
622822,Puclic Health Agency of Canada
622897,Canada Foundation for Innovation
622945,Partenariat technologique Canada
622945,Développement économique Canada
622945,Ministère du Revenu du Canada
622951,Senate (Senators)
623161,Measurement Canada
623283,Canada-Nova Scotia Offshore Petroleum Board
623283,Coasting Trade Agency
623283,Canada-Newfoundland and Labrador Offshore Petroleum Board
623283,Transport Development Centre
623283,National Contingency Planning Group
623283,Labour
623298,Canada Border Security Agency
623305,Members of House of Commons and Senate and House and Senate Committees and their Staff
623305,Labour
623305,Office of the Minister of Finance
623306,Economic Development Agency of Canada for the Regions of Quebec
623307,Minister of State (Science & Technology)
623307,Minister of State (Seniors)
623341,Sustainable Development Technology Canada (SDTC)
623350,Measurement Canada
623357,Defence Reseach and Development Canada (DRDC)
623367,Canadian Agency for Drugs and Technologies in Health
623377,FedDev
623394,Treasury Board of Canada
623417,"FLEET MAINTENANCE FACILITY - CANADIAN FORCES BASE HALIFAX, NOVA SCOTIA"
623419,Human Resources and Social Development Canada
623502,Office of the Superintendent of Financial Institutions
623520,Farm Products Council of Canada (FPCC)
623523,Musicaction
623527,Canadian Institute for Health Information
623577,COMMISSION DU DROIT DU CANADA
623577,OFFICE DE LA PROPRIÉTÉ INTELLECTUELLE DU CANADA
623577,Office de la propriété intellectuelle du Canada
623581,Pilotage Authorities
623593,Office of the Leader of the Opposition
623658,Technology Partnerships Canada Program
623660,Federal Office of Regional Development - Quebec
623737,Labour and Econ. Dev. Agency of Canada
623759,Commission de revision des marches publics
623799,Farm Products Council of Canada
623801,PMO
623857,OFFICE OF THE CANADIAN AMBASSADOR TO COTE D'IVOIRE
623878,Office of the Leader of the Opposition
623888,Members of the Senate
623965,Conseil nationale de recherches du Canada
623966,Communication Security Establishment (CSE)
624001,Forestry Innvoation Investment
624001,Canadian Embassy
624001,Leader of the Official Opposition
624005,Fonds canadien de la télévision
624005,Ressources Humaines
624077,Governor General
624082,Minister of National Revenue
624082,Members of the House of Parliament
624083,Members of the House of Parliament
624083,Minister of National Revenue
624083,Governor General
624083,Members of House of Commons
624084,Governor General
624085,Governor General
624086,Minister of National Revenue
624086,Members of the House of Parliament
624086,Special Access Programe Department of Health Canada
624087,Governor General
624088,Governor General
624089,Governor General
624090,Minister of National Revenue
624090,Members of Parliament
624092,Governor General
624093,Governor General
624158,Canadian Centre on Substance Abuse (CCSA)
624160,Governor General
624164,Minister of National Revenue
624164,Members of the House of Parliament
624165,Governor General
624166,Minister of National Revenue
624166,Members of the House of Parliament
624166,Special Access Programe Department of Health Canada
624167,Governor General
624168,Governor General
624169,Governor General
624170,Governor General
624171,Minister of National Revenue
624171,Members of Parliament
624172,Members of the House of Parliament
624172,Minister of National Revenue
624172,Governor General
624172,Members of House of Commons
624173,Governor General
624174,Governor General
624178,Minister of State (Science & Technology)
624178,Minister of State (Seniors)
624181,Minister's Office
624187,Major Projects Management Office
624208,Member of Parliament
624219,World Trade Organization (WTO)
624258,Custom and Immigration Union
624258,National Health Union
624318,Senate (Senators)
624340,Office of Leader of the Government in the House of Commons
624395,CANADA CUSTOMS & REVENUE AGENCY
624399,Scientific Research and Experimental Development Business Group
624402,Canadian Institutes for Health Research
624402,Public Health Agency Canada
624402,Geological Survey of Canada
624402,Geological Survey of Canada
624402,Canadian Forest Service
624402,Energy Retrofit Assistance for Implementation
624402,Office of the Minister of Labour
624439,Canadian Ice Service
624440,Pilotage Authorities
624443,"Cabinet de la ministre Ministre des Affaires intergouvernementales, présidente du Conseil privé de la Reine pour le Canada et ministre de la Francophonie, Mme Josée Verner"
624444,Competition Policy Review Panel
624444,Minister of Industry
624444,Minister of International Trade and Pacific Gateway
624486,Small Business and Tourism
624486,Labour
624486,HR & Skills Development Canada
624486,Office of the Minister
624489,National Roundtable on Environment & Economy
624489,Department of Finance
624489,Public Safety
624489,Skills Development Canada
624489,Defence
624489,Government of Canada
624489,Canadian Border Services Agency
624489,Department of Indian Affairs and Northern Development
624489,Office of the Minister of Transportation and Infrastructure
624489,Office of the Superintendant of Financial Institutions (OSFI)
624489,Sustainable Development Technology Canada (SDTC)
624492,Agence de développement économique du Canada pour les régions du Québec
624493,Canadian Television Fund (CTF)
624497,Office of the Privacy Commissioner
624497,Office of the Comptroller General
557659,NSERC
557694,OFFICE OF THE PRIME MINISTER
557694,HOUSE OF COMMONS CANADA
557719,Office of the Registrar of Lobbyists
557719,Canaidan Intellectual Property Office
557719,Canadian Health Network
557764,Asia-Pacific Gateway Corridor Initiative
557772,Intergovernmental Affairs
557774,Department of Transport
557783,Cape Breton Growth Fund
557784,PMO
557796,"Technology Partnerships Canada (TPC), administered by Industrial Technologies Office (ITO) of Industry Canada (IC)"
557858,Therapeutic Products Directorate
557939,CANADA CUSTOMS & REVENUE AGENCY
557961,Canada Mortgage & Housing
557961,Canada Post
558127,Ad Hoc Cabinet Committee on Sustainability
558127,the Environment Commons Standing Committee on Environment and Sustainable Development
558371,FedNor
558381,FedNor
558388,Minister of State (Science and Technology)
558398,FedNor
558476,Department of Justice (DOJ)
558476,Covernor General of Canada (GG)-Canadian Herladic Authority
558476,Canadian Intellectual Property Office (CIPO)
558476,Ministry of Consumer and Commercial Relations
558476,House of Commons Committees
558476,Members of Parliament
558479,Library & Archives Canada (LAC)
558538,VETERINARY DRUGS DIRECTORATE
558546,Ministry of Finance
558700,Canadian Intellectual Property Office
558701,Canadian Intellectual Property Office
558762,Culture Diversity Program
558762,Arts and Culture
